"","Gene","GSM223386","GSM223387","GSM223388","GSM223389","GSM223390","GSM223391","GSM223392","GSM223393","GSM223394","GSM223395","GSM223396","GSM223397","GSM223398","GSM223399","GSM2233100","GSM2233101","GSM2233102","GSM2233103","GSM2233104","GSM2233105","GSM2233106","GSM2233107","GSM2233108","GSM2233109","GSM2233110","GSM2233111","GSM2233112","GSM2233113"
"Gene_11","Gene_11",7.22408179743946,9.03165525822944,5.60296947967216,10.3059290297522,6.20183747228877,7.49223057012602,6.28993372889576,7.60686128703151,3.69252565796471,7.06308576281436,7.36392195568146,7.56146927881403,5.65085609237622,7.07777671728169,6.70736955733116,8.17471525006908,5.41735964373311,8.00046874933832,4.93443409983379,7.8273608472749,6.72368564097793,6.64862648209809,5.66867879554532,8.03999667802669,6.57993607343671,7.11946992837096,6.04022605881084,8.91233754211114
"Gene_12","Gene_12",6.35981382705736,6.75677476379596,4.7824000122364,4.81471118941278,5.5728036136618,4.44214509612769,5.46444641770626,5.2337857772102,5.18355277418789,4.50672417094453,5.49636658286562,5.65419797478324,7.61863073979497,6.81998236681457,6.15287795135706,5.8907131256421,7.54930379091226,6.3871505873245,5.55874519116997,7.19012428295469,5.21545933881672,5.99402265792654,5.61193932995227,8.17387836696255,7.45462253339102,5.26118325603354,5.65274283781275,5.2182896808638
"Gene_13","Gene_13",6.40077145059405,4.27326960088567,7.6875894829457,6.10091985901286,6.26810286999778,6.76130989539391,6.33467877310055,5.07028578321528,6.02756115169668,5.2193817860938,4.2909398313183,5.74603386633103,4.10196011149784,7.47743008578332,6.96101003763578,6.59982465578244,6.10688293076497,4.8619473988287,6.60031964641198,5.780484412087,5.73159997447973,5.63899431591082,4.16104707551014,6.29494166494867,6.05550954286487,7.42907164060281,7.28571799151211,6.35217811137143
"Gene_14","Gene_14",6.11068271594512,5.39849329199322,5.98399747279203,4.22002271203238,4.76956907457616,7.12914439564163,5.6540186608455,6.27852061060208,7.46178591517648,5.80659486514285,6.8985496831277,6.7345129274607,4.8934556395689,5.07080356620737,6.43971622687213,6.10875907368838,6.25956672875278,4.65164551046543,3.85624209972199,7.03114925471145,6.50779926582404,5.24665546179662,6.16423413128174,5.35160138207148,6.54103016447705,4.50841530407998,6.11874164483322,7.17022276829348
"Gene_15","Gene_15",5.44415886524593,7.26633395820506,7.07494507727239,8.20821633774644,5.86386312781504,7.32327258408175,5.33838426516355,8.9752172670631,3.98713127167772,7.39754710498828,5.76226597350568,7.34903228382336,5.25054929124861,7.4361860816017,6.69821380418932,8.91317731340446,5.7840112981127,7.80257753432629,7.29544315368299,6.47228537109769,6.46133100390164,8.21535750127467,6.61890597416733,5.91185079270336,4.97389941765898,6.07265200537768,8.62951179316163,8.08096010060967
"Gene_16","Gene_16",7.78691313680308,6.70352390275689,3.39830032974235,7.0966084717214,6.82579083166517,6.53624281835803,5.78088862319795,5.21286440507031,4.74455572201802,6.32954173988729,7.46340758053025,6.76030114243906,4.68711862987211,7.0036584716744,4.51399253564513,5.82934924434195,6.27084741165109,5.18110034466899,5.35140029898684,4.2370927014605,7.17944958556405,5.16726062931399,5.76540629560358,5.48691180769798,5.89999717289121,7.03955625118711,4.02275420175383,4.8897223633079
"Gene_17","Gene_17",6.49785047822924,5.89432866599623,5.54680217000516,7.44566224110115,3.82587535077069,5.72410952524949,5.63309508936629,5.61520132770281,4.91969315278178,7.29187572312354,6.12437826647931,4.7718163806414,7.10328832396475,5.14800811187129,4.87367826592912,6.73373951869607,6.63318924740389,7.34861529998307,4.95563752691024,6.32724996974534,5.32060366658583,4.45497532428166,5.41668808940025,6.99786727142182,6.03097303245178,6.03414736071281,5.95407622247746,4.02547806357253
"Gene_18","Gene_18",4.03338284337036,4.74135137193983,5.32451770840793,4.07485474816288,4.51207381264175,6.68231524513751,7.09457820784237,6.33068056025194,6.17539607864885,6.33367103166387,7.45374084383311,4.72893497861798,7.26449613364349,4.28062419703682,3.7735925140134,5.89404391838078,6.70746933151463,4.89280059592699,6.16757633723825,7.19037838497796,5.68138843003375,6.82299023735117,6.36033207701055,5.53459390522221,6.45841165434105,5.41750754705071,6.89051615163544,6.24520181551418
"Gene_19","Gene_19",6.70135590156369,7.68443570809411,4.77707382063409,6.41276949719403,4.83806244240303,5.88270928528515,6.20920808243713,5.44537954993717,6.33083922141425,7.47578697474206,6.35022695950742,6.12738360830644,6.50087613110052,5.50530096469523,5.74672713625608,6.65576257195121,7.37068146839201,4.45109688549689,8.23377741359153,5.47365159855925,5.3419807061355,6.20199790509349,4.8036572566991,6.81535654497134,6.38459347559219,5.27863225608576,5.74226816505888,5.28107603810414
"Gene_20","Gene_20",5.52720859227207,6.91139129179596,7.54660915422409,7.59336995138365,4.41091030585457,5.65532413607994,6.43249142615322,6.12157231482045,5.67931076869961,5.35207403527969,5.65097452034023,6.76038315798803,5.56059417427315,7.06648977745833,7.4317564961981,4.76873390663071,5.22194386592237,5.9301520598896,5.32771806703516,5.74486600592322,5.83738401972437,4.37715171343211,6.31472439017135,5.75959634516851,6.17395259031235,3.41510448556347,8.06684467978054,7.37284391721474
"Gene_21","Gene_21",4.93217629401316,6.23743027249103,4.58471808023051,5.5859841369577,6.41958303929636,6.11162049819721,4.75914641419922,5.95240388302164,4.38767131205001,7.35066841000033,6.72559860781983,5.5923470839778,5.57632002438786,4.63815236725654,5.02159716778398,6.60656951403917,5.84188645510259,6.46800509042152,4.50538368095493,6.92610990072109,7.98934911973313,5.2961771223695,7.0123873950144,4.59754867638648,6.39149195829369,6.27122917325566,5.98886739127525,5.17938158943985
"Gene_22","Gene_22",5.78202508534171,7.21810861032581,6.31839026040802,5.78784946791805,5.00707165024399,5.7165946850177,7.49682170962802,5.22374840943332,5.36944758313568,6.59340890781761,5.54076157037853,5.42257865508196,5.43192692779267,5.75169616939924,6.31506322224832,5.61040954376811,6.41353866320762,6.15688114574974,5.86683990153575,5.54538895921064,5.93894805890304,6.85124609989557,5.83559299516192,4.10390354923461,5.1134751064765,5.85800704869207,4.96570929672279,6.65045764968615
"Gene_23","Gene_23",4.97399555169276,4.66122571276503,6.84643628557969,5.96346277779526,3.83545291467103,5.40898283554572,6.15937044116076,6.83144125113831,5.43951401334412,4.80829111476597,7.68475923125394,3.16062383309111,5.47529363371817,6.96193007814863,6.44095616418697,6.39481502013104,6.82507572532858,5.87914036271521,7.17023378386562,4.87977848197483,5.97219001608174,5.00248769823065,5.61170847629055,4.9897644699722,6.19093208579615,7.10391731154999,5.5602786689864,6.93631735652698
"Gene_24","Gene_24",5.27110877070886,6.6608202977898,6.17819018841802,6.36501875143304,5.36243123491955,5.6840630687576,5.14371859659675,6.84630783722297,5.79741871558298,6.40217101248522,6.14658401680351,6.37432087422096,6.48282559386998,6.04692745427183,6.23852639929048,5.12468145122245,5.66697775122333,6.37880082532674,5.72288971210084,5.17423514533835,6.51152589330112,6.77489479493288,5.65085306086185,6.00741535359866,4.37241183776094,5.52390434148122,5.77397352612705,6.79613686251104
"Gene_25","Gene_25",5.37496073215074,7.25408269675919,5.12474452250448,8.44215494881858,5.60936474852519,7.76884292074708,6.30904664544682,8.80113457972981,7.62288518113168,6.53930223250314,3.97014290707041,6.8741400943298,6.90926336539276,8.34391412740763,5.71577738555775,8.31863598519845,6.6507739654104,7.00860942912891,6.59973564466997,7.60400143887165,4.78324661672645,7.44952047572538,6.48592366806281,7.28022938586048,6.91002635342056,8.78604458049204,6.10643425970046,6.08892758889446
"Gene_26","Gene_26",4.31330668925759,6.68374552185071,6.94116580672417,7.31782088371148,6.85678547377811,6.20749514071847,6.87043402984488,7.26799658618238,5.323229469562,6.94723067569171,5.52782991989397,6.40257490618307,5.54342231298124,7.62398016004902,5.38185595737645,8.99152532733133,5.45154731706254,6.22699193344281,7.15660906509776,4.45118348884372,6.95360102708016,4.58204295917649,4.72705149578682,5.21273626518484,6.68404721726373,6.25245578512081,6.16142525820076,4.52695861727657
"Gene_27","Gene_27",6.83778704449453,5.93917804533993,6.17058808184084,5.90451240955501,4.89624786400117,7.53242362162584,4.61632286169844,5.49363821207742,6.07626440513869,5.46025385497242,4.36762807321296,7.4272117229534,6.31899039896686,6.90077121145515,5.36323203939542,7.54052050648587,5.65852354733153,5.1663127332277,4.28616316024325,6.80875304376592,5.94163595480981,6.47080036219946,5.15764875254591,6.08964062704842,5.95048001639183,6.74105001588008,7.4887659083237,5.50720065486566
"Gene_28","Gene_28",6.15337311783651,6.63296071303145,4.93650209361796,6.19627804547247,7.1612892557387,4.64200216904652,7.69010697003056,5.53551810349169,5.29460165837309,5.76388981296338,3.8216446939054,5.50408095407267,3.61420724910513,6.59119065147262,6.01745324715966,6.98037879490478,7.0121437662515,5.19560514527402,6.60007397534457,6.57399410433919,5.29505382792155,3.51109638609413,4.50678236208352,4.90719555594005,7.68793300204711,4.20402585256785,5.31397351642799,7.04222750323098
"Gene_29","Gene_29",4.86186306298805,7.33551761505939,4.61195095239794,8.48799787722146,6.3983627156286,5.80038094944706,5.84196929482164,6.26121800049174,4.75977215095608,5.32046351105677,6.05920865108761,6.69672538155388,6.07583697315759,6.49098640818382,7.29963841108782,5.38098503161834,4.11724549814747,6.10671546859187,5.48292774587177,6.84263066386692,6.37431582186532,5.35316014844834,5.73307709187025,6.96854277916061,5.45176547559422,6.99171273232156,5.53764660000644,7.24234024306672
"Gene_30","Gene_30",7.25381492106993,6.0072900903169,8.08671743449315,6.43109892811499,6.36235215763555,6.63152312778083,7.12117078064864,6.63008097655162,6.6359478978686,5.1478217076357,6.64786063669764,5.84745422670237,5.1215581436251,4.84158339636341,5.20649251485608,6.32486046626697,6.22154674072322,6.41146490851508,5.94040753913238,7.54553917409677,5.81683268284184,5.91401579908602,5.96219787160551,5.40212547658737,7.27235101713631,6.78298773881856,5.98910447029482,7.85785707040233
"Gene_31","Gene_31",6.42646422147681,7.01755863695209,5.32149685458156,6.18875310932983,5.1474743296855,7.76202090344287,6.07226131908892,5.6603738437751,4.94937132034725,7.70213970919678,5.23857311133469,6.36860463571166,7.09853317980309,6.83919689343988,5.87746561288695,5.84166166905391,6.92593999162214,5.13087843495575,8.24501021264297,6.98746582476658,5.84838523017208,6.25092191048901,6.08609396739403,5.8258516499846,6.7011401195436,7.31355186271327,4.84694696634572,5.07065808011156
"Gene_32","Gene_32",5.70492851700773,4.81156596485202,4.14442834608196,4.65775687471655,7.95366787989804,6.4260143626155,5.66757715543328,5.57665519159952,8.73520918962219,6.99180452290277,4.67115767387606,4.84420061472044,7.18582440763367,6.54210662187202,6.09926815660078,4.01487110519309,5.65522301827738,4.4490224475205,6.25226832886268,7.44799889338711,5.88512536128335,6.25700367975547,5.83208621613463,5.09637870762,8.18965021245322,5.94423840323779,6.20813177352353,5.34679306322786
"Gene_33","Gene_33",6.89512566104502,5.27839555956399,6.53325936275365,6.00285604762223,5.83572916790285,5.9862465835246,4.16507995337314,5.38172847244535,6.09256293782721,6.67521307702745,5.39796925277163,6.41782359492811,3.80350461889604,6.40362073427232,6.79141349010677,5.75983210290263,6.62485572972962,4.97365002232439,6.81077890048739,5.64974650724579,7.54720521421964,6.11457486229521,4.17072910882785,6.54755801089693,7.26903037115332,4.91516328423556,6.2823116158259,5.97558831746521
"Gene_34","Gene_34",6.87813348753304,7.51921771138818,6.3102302560609,5.77867384683312,4.17510241582167,5.69244309040364,4.89982778141281,7.48220189072674,6.06025357607868,6.07361995900394,4.44947472764952,7.30496154444897,6.92231751847207,6.05720034377495,5.76867188297565,5.68346195373273,5.29350370625903,3.99979701214445,5.01034224670419,7.16046817067689,5.44709013506825,7.38496025874941,4.72295626358525,6.37479184893181,6.76146499967092,5.85802531456698,4.79919055557852,7.24679435387727
"Gene_35","Gene_35",6.82158108163749,6.37738797302393,4.6461656642774,5.98895417019063,5.7961435286075,6.41430816410829,5.95865970008257,3.49183364795852,5.93345478898914,6.73633381455181,6.70300179515007,7.79671185562111,5.43427160628216,4.72895211689885,6.63771730742532,5.91036968412771,6.17120741436339,6.12901718533309,6.43017772493788,4.64988677308759,6.95425967724547,7.71463081572181,5.70408016322483,5.55506363609514,6.5827570400997,6.75474333513954,4.75259238866487,4.08622057938664
"Gene_36","Gene_36",6.68864025410009,3.94777717956627,4.05704358641805,5.42458235872883,4.06555592926795,6.98905792019639,6.82785254511714,5.83242196621612,7.84364554004006,6.66171277691595,6.57450300510831,4.81261934514292,5.8360589783222,6.15359375197673,4.50326719192524,5.46799300629295,6.0097787569157,6.58476877026307,5.87643189179135,6.61349124249014,6.16442010747875,7.83194492131541,6.27580604991679,4.03065201570233,6.53398583571663,6.8815684818519,5.93070899875163,4.77716853499977
"Gene_37","Gene_37",6.55391765353759,4.63596254791763,5.88369748284139,5.3131843475573,5.68948988421333,5.81614168945395,4.11832134584543,6.03821287705353,6.66392711040361,7.60352059838129,4.40470849043379,6.53368500835722,6.89850082701544,7.25495609521765,6.7183996554431,6.65182895976312,5.97140828183388,7.80192914517347,5.76807066229597,7.65794005899899,5.72227458917101,4.6886871359433,6.18796474429714,6.15995865752418,6.86351079020752,7.32965790105899,5.32008295030318,7.74907440578319
"Gene_38","Gene_38",5.93808828942328,5.79921898441088,7.13939629170942,5.27922636817988,5.57777299681038,6.16376140684656,7.37544111232424,4.94039039700643,5.74900935625203,6.85003977821244,5.37593113842929,5.49197582923425,6.68916731902298,5.38828704015203,6.09637100777019,7.91858057970287,4.72421273585443,5.10527161861279,6.55794765699529,8.05741997137662,5.35558038077614,5.1935386992069,4.95128517853766,6.42582808401338,6.76332415090514,5.93363609882286,6.72120920848156,6.78397272742319
"Gene_39","Gene_39",5.69403733626008,6.86577940433449,6.63612403518215,5.78549548460023,6.68182969040341,6.21693634414438,7.39899046430298,6.38542589482064,4.83381019338916,5.79381099354249,7.04721605508961,6.52272062810373,5.18097675465732,4.19915075252325,4.90435472567149,7.15565715134385,5.83741195892932,5.52746218720844,4.49570463027866,6.29095596176768,5.63289399026274,4.74131815478558,7.02167750131776,6.49095602567022,7.20037462254049,7.57859807129761,5.4356746685569,3.86441835241795
"Gene_40","Gene_40",5.61952899898762,5.89811674428478,5.50706257583802,7.36813264802863,7.00949618573749,6.72927763420966,4.85668374408906,4.03291231618989,4.96127223928256,5.7851070567401,5.83194076467193,5.82153613754357,6.32006675697622,7.83802787018593,3.66964136367823,6.66018517916846,5.18604733198259,5.8914911991801,7.39052776902899,6.76451131462061,5.72408667610357,5.58155432889101,6.04536309995149,7.0494802263222,5.85960858185776,5.21158666871576,5.92137899965932,7.07311191410745
"Gene_41","Gene_41",5.30529302107949,6.62418747202065,5.16581176841562,7.04908662655933,5.27389503509885,7.11138040702469,6.47230056219311,6.95496886111192,5.21501069466269,5.53192743566387,6.00951589246488,5.75196673439849,5.53292476878414,5.43572206321373,5.6346633650687,6.05506908758354,5.64039271855664,6.23758303470624,8.28263600626823,4.92138100399982,7.0906215035097,6.30534058122121,5.65077043910088,5.18020256681965,7.7700780657183,3.32056298762306,6.44219092605734,6.38590133606222
"Gene_42","Gene_42",5.7920827219804,6.95900537778783,6.27106675675055,5.64002488205694,6.80610886837503,6.27916081693963,4.96636078664579,4.3366394151294,7.21494843097831,5.63626143918417,6.417240223978,6.68209949673972,7.25185533604649,7.14035660065238,6.66886073212612,6.07573238027463,7.02424399526782,5.20165168561929,5.55879941922009,4.46623998244952,5.2186270788639,6.18706179676923,6.26866352421454,5.26161852930018,5.97434926933577,6.22881352581904,5.22939559553924,5.30101666028801
"Gene_43","Gene_43",4.73460364843174,7.67105482886294,6.15735334721616,4.31408354546126,7.42432310966876,5.92382932845282,5.87480002131172,3.79726511990297,5.8110184242291,5.76331606050447,6.62683419668077,6.74620152673584,4.42852741447001,6.62405347047281,6.31905529591832,7.15752258181319,5.4334074179431,6.92933217966348,6.51880457383892,5.98765914445761,7.64332373376438,5.76880759083594,6.85278953923479,4.72084931649808,4.69420589822463,5.96452279087834,6.92109722157486,5.99431213507922
"Gene_44","Gene_44",8.16895596533851,6.05601673327496,6.62971174669273,5.15541657146405,5.21585599515735,7.39466313220858,6.92866273884668,5.23643617420797,5.24280137732017,7.22288074959827,7.20624313870859,6.27907703778607,6.81975445208241,7.65773610024556,5.63583361021459,7.28164889939765,5.96727083892964,5.6203108398643,8.053861151768,6.29290080259176,5.82921477394899,5.84469857331648,6.60205496478277,6.85754767517848,7.27519729484828,4.69596747984279,6.30536135689843,6.63590565706979
"Gene_45","Gene_45",7.20796199830499,4.10170339163609,5.6042020497111,3.69592476457648,5.34759563350067,4.31821941542258,6.86833964769877,4.31576569172931,6.79205947788027,1.8253256651189,6.77256536861362,4.61773467986327,7.39109608819633,4.11159471326968,6.05006535632759,3.56173844071932,6.10302362183112,5.13885587230563,5.11794090270044,4.02123428525656,5.34635808989307,3.73560155739377,5.60404463836479,3.69410420477226,4.57748668941376,4.29157163820648,8.25569027549587,4.50624886866582
"Gene_46","Gene_46",4.87689141679665,4.24676264085773,6.8993540532031,6.1036380042283,6.65077836315368,7.57785197879348,5.15082539636652,5.34843283523584,7.34518001902217,5.29815417158966,4.62243293593515,6.37846041253329,3.39047499081422,5.69955547182701,6.15599060190004,6.94980334950322,5.81053396558759,4.37078169277236,6.04712647941058,5.19761015782484,5.29209046946108,5.13935039135139,4.81893097686928,5.20225721070354,6.03832569988837,4.76390321516666,5.68317231108089,6.79566955123946
"Gene_47","Gene_47",5.59711516470092,6.09932759408783,5.16918847266375,5.33739272429919,6.18304796994394,5.93807734238045,5.61336354552443,5.44071300472238,5.30546851592868,5.86711928063334,5.63757307468482,6.27837400155299,6.64774659696051,7.7322579791517,5.24758947380508,4.81689021492571,6.80609049055697,5.83776533467039,8.30863463622963,4.77778463088469,6.18810548635675,5.2663529320949,6.86293397133127,5.95384576618757,5.15161010864977,5.1645690468818,4.02870348419549,7.53695217375178
"Gene_48","Gene_48",5.53334464637678,5.42814994210444,5.66945529988004,8.00668069083189,6.54877496044428,6.61392296419369,5.02383642900283,6.33320497505778,5.55506745595763,4.7167415962468,6.30229849579678,6.09123016010695,5.63702041792854,8.15652982339948,6.05455507893137,4.80734139522125,5.95755217616053,6.34577473092221,5.07473953062893,6.94124419303791,7.74803479722261,5.17094870869382,4.95485472757711,5.80902425130492,7.30756902051936,7.39926477342309,7.17193207243707,6.3901125468892
"Gene_49","Gene_49",6.77996511833632,5.02599041719591,6.7408145237259,5.72773246558165,7.40468429454756,4.45391140575476,6.33954365990491,4.94109907851155,6.34528418672379,7.61910061010553,5.89092012388187,6.91561022576483,6.11022175101804,6.31851888035125,6.11226854696816,7.59578333479431,6.15489822566352,5.50780907562464,6.95547882152379,7.0059799101164,5.77573916084521,5.49278892204562,5.31355214971188,5.36466412693291,6.66522316507435,2.94187725361657,6.00980504292191,4.51936568147859
"Gene_50","Gene_50",5.91663093352817,5.82009376895246,6.98997160862711,4.78605552976049,6.3870831195764,5.88760803866259,4.44092483556623,5.91415045423953,5.99515556346403,5.76605169898814,3.82083471879607,6.70989929225534,5.72992585244015,6.16984704552344,5.27716853955176,6.03693926850179,5.10971879951711,5.52131323017872,6.47350101025341,5.8408620602475,5.90428445181676,4.60545900577352,7.14541061392117,7.96644490090347,5.31729339423644,6.31983809137358,7.60541429225126,6.06157949307527
"Gene_51","Gene_51",6.25331851399475,7.01494317274366,4.06149529854662,5.85873824271749,7.05170127017537,5.97820546003911,3.37067455844864,6.49793299292939,6.40636647148478,4.88308186878641,5.24188527500562,6.79393283857202,6.69209730693372,6.74234949829106,6.19819556381454,6.03378209943327,5.61774092378704,5.36226573988993,5.6368705430619,7.68109469214617,6.20507240487913,7.23287586812319,5.47283896063128,5.25949179388277,7.06610268437664,5.54314436199092,5.03360590115141,3.62424996819665
"Gene_52","Gene_52",5.9714532446513,4.00725151131142,6.10719040701615,4.99462241840659,6.62290546233719,5.24165458258345,7.46981228187286,7.63398965670861,7.71419852577143,5.10838621318932,7.01455115132308,7.1069684984941,6.928280305472,5.32746330959047,6.3105603138377,6.97902301968396,5.35299556797517,6.10342070684128,6.36185367848142,6.01532300913252,6.06341169807274,7.95111699049286,5.74421545847839,7.14140004741598,6.21792690991231,5.37784307093213,8.63896450180085,5.75733287683284
"Gene_53","Gene_53",5.95712954270868,5.57272071279457,6.60877901173463,6.15615570727533,6.43362038980885,4.9641071155777,8.27347291299472,6.4794518812402,5.93961344587904,6.87239516251344,6.15804716206519,6.54933733301455,6.5931301013397,6.49782615238744,6.52632360170575,5.80334341385415,6.47427829202553,7.26229835926168,5.66780790810607,6.97711879383197,5.25833556939368,4.69111564315641,6.47307549890047,6.60003053897878,6.69780022152056,6.13061355564002,7.41632891445669,5.20093444330505
"Gene_54","Gene_54",7.36860228401446,6.11663728358271,4.54917568650937,6.23363361408987,6.38608443818441,6.94815930255181,5.54496645976117,7.71476299216676,5.71929773246576,7.86900934050409,4.52743956238528,5.84700167130533,5.89370723117749,5.01038799785929,6.71104652201967,5.15333561251748,7.15152892329233,4.97570088863344,6.76038465906466,5.32859644174578,6.98829119913135,7.25552093487775,7.33516981321616,7.81636425818632,6.91163747995054,5.51729982243249,5.79693024308787,5.07451362672794
"Gene_55","Gene_55",5.77422901434073,5.10679242994505,6.48062559987522,6.35558761162838,7.29132330445808,6.91415873392772,6.76110248709489,6.45316003352972,6.48541446089446,5.87573149618776,6.21592620622954,4.91052957675474,5.57587087113111,5.7025203855877,6.41031061325937,6.13835732498621,5.53936850630373,5.90099654095092,5.49043051478506,6.60576613042928,4.76947576743501,6.113244143952,5.01585592495533,6.10987227913102,5.49286510315946,5.46606532973377,7.11578511514163,5.38473312542641
"Gene_56","Gene_56",7.51647060442954,6.33390294249923,5.1718257296032,4.37814174087579,4.99774012628935,4.70126800515354,5.99249721629028,5.99675887317464,5.95065547026004,6.10702880737631,5.84129252679215,5.51196754619841,5.85968624798119,6.79488353383167,6.30139892719201,4.29136666397025,3.78473761515429,5.51743313536466,4.2428476788325,6.66015257636003,5.01991963813479,6.02675454581811,6.74318312642996,6.00902806668843,6.26738520068663,4.61262798714262,5.92155841999292,9.84776770582989
"Gene_57","Gene_57",4.45124719576978,6.41142992061573,7.02025301216443,6.22071129097065,4.89481727084251,6.42437879493434,7.47431379971599,3.74346514375061,6.62776506153279,5.0514649399449,6.67185387340111,5.1300450826992,5.7727088486882,5.23704658982464,5.90456990353774,5.52753389646002,5.15448722748587,7.41320322147466,6.81319771780612,6.28967928584642,5.58456866712018,6.05845696541788,5.97135493891371,5.38381164298964,3.47307974822958,7.59922391528695,7.98732056206851,5.00030128501584
