"gene","GSM223386","GSM223387","GSM223388","GSM223389","GSM223390","GSM223391","GSM223392","GSM223393","GSM223394","GSM223395","GSM223396","GSM223397","GSM223398","GSM223399","GSM2233100","GSM2233101","GSM2233102","GSM2233103","GSM2233104","GSM2233105","GSM2233106","GSM2233107","GSM2233108","GSM2233109","GSM2233110","GSM2233111","GSM2233112","GSM2233113"
"Gene_11",6.75760791449237,7.10779540174311,7.38726027593878,7.13839718376623,6.87888009903631,7.17905797683846,7.34569861145072,6.47861500444122,7.16551080230029,7.55913377113213,6.65065692547514,6.64668464186529,6.90783868315038,7.1406537324732,7.57812677946253,7.04865641261593,7.58531223182129,7.13664427069698,8.02631110715971,7.80806817533378,7.22264967407955,6.99125783027331,6.62575107184661,6.9108427591547,6.9167149866334,6.61622019946192,7.38747719937552,6.90180256479496
"Gene_12",5.98425545917503,7.11986836101525,6.6113998240653,6.40381747643325,5.85493600730152,6.81596855710875,6.13906566174825,6.66704634893427,5.88669402434437,5.89257717821043,6.60807925014894,6.29136876615142,6.5383390337126,6.88191844159644,6.52856770436684,6.71025227089573,6.53679973591562,6.54533228368448,6.58271212560894,6.55065952520812,6.61555642384557,6.1632517069736,5.57234920438767,5.83205970171968,6.30028728251342,6.87798414338989,6.40479935207812,5.79172603039059
"Gene_13",6.68671079297379,6.69064193165316,6.22810701044128,5.92577702019194,6.49181742657009,6.20093137466769,6.91874976886217,5.97131425429359,6.63210542678183,6.82366753567792,6.94664056318347,6.91240048387779,5.72013952952989,6.71584214073775,6.28850093870854,5.91181009756326,6.42679865839093,6.58155229728871,6.63220716723746,6.86095112514642,5.93308880198246,6.46794784288864,6.72324539277297,6.17432771743566,6.52372748105899,5.96632415434951,6.50629385603594,6.13465033236999
"Gene_14",6.42445801405712,6.31407663258714,5.47683605810865,6.06413933999432,6.30202917506273,6.48090115534477,6.26810926514305,6.36997462543772,5.03255096829531,6.05059896627804,6.25803364735842,6.5268335236814,5.24331561700632,6.22770618992359,6.37460446670221,6.37818327572091,5.92911722259264,5.87301165929543,5.83270798585116,6.74285545073949,6.10794419467605,6.10908713820513,6.65990353393872,6.44981982350251,5.85655348505796,6.07063610558804,6.33392403352463,5.99883075315288
"Gene_15",5.74921932377647,5.58062201261468,5.61261773446086,4.9723514135893,5.09686924633744,4.74775005831234,5.735983009629,4.64712455675027,5.64426521421324,5.66466854983308,5.69785896672869,5.43026204063341,5.61361688347483,6.18438754669017,5.36342364736192,5.67362890855114,5.41341250587232,5.78403722167897,5.71910451055853,5.97791229937991,5.51281146801574,5.24387122605994,5.11211543551513,5.64819803653732,5.32809521732366,5.79167617334359,4.91650857557532,5.99189954044714
"Gene_16",7.55207889049153,7.40010037573551,7.78721881134808,7.72906870874887,8.67269926453913,7.06766011425311,8.17468689508678,7.11149614696645,8.09411622228996,8.22793921657751,7.34358197207581,7.5562655671185,7.47241876880519,7.04623644498248,8.70055972890772,7.74176784103149,7.34959283121375,8.31534084369168,7.87270488691711,8.05181485557693,8.14394156065791,7.96346641614453,8.19441632573998,8.26041150171501,8.22255794117077,7.47831256036272,7.72166154084899,8.07878881334389
"Gene_17",6.37980734594687,6.16945579938124,6.71234760557245,6.37494758503378,6.38749428832903,6.13701127481345,6.77077657628424,6.74867797547523,6.4509341923433,6.94599248959968,6.35998013266121,7.34873589922665,6.54249867750812,6.64429623140193,6.38448835223632,6.14793792735176,6.26144361244753,6.90764042342653,6.37147570573228,6.85975403570736,6.49458961729902,6.40255099986811,6.58084853451663,5.87470851668031,7.11081992687957,6.8023744363868,5.95465134584785,6.94950823648589
"Gene_18",4.00291457475149,3.95353522314918,4.59124809625379,4.28599209448269,4.0991964904126,4.73819120474751,4.66452363488775,4.20378858841656,4.00861378032254,4.0278814767802,4.27895202904784,3.91036007953182,3.41494740567227,4.19910610901368,3.9884260588354,4.42900601144892,4.02466502738601,3.95983951915194,3.73004467640374,4.09888740610898,3.61902568960144,4.12015738102812,4.41264656439109,4.32509389705422,4.39904633694145,4.47793500618024,3.51389004543178,4.14504717014621
"Gene_19",7.23171923860338,6.87110741953742,6.42208924771566,6.25633777358165,6.40159252377841,6.28092661109106,6.45350988048074,6.91152088087023,6.06735939427974,6.42694630152646,7.02920715656518,7.09874789441257,6.77830376026138,6.71676534119382,6.78422469125086,6.91581549187798,6.68401695982461,6.49190522240922,6.49729172499404,6.24086736758625,6.3719884560532,7.06725679796479,7.04209846288075,6.79658449818877,6.13088203239562,6.6057287977818,6.87747547834985,6.72905003218198
"Gene_20",4.62773256554544,5.21016393196899,5.86249634718346,5.64013267809025,5.41159928408704,5.230932383396,5.78981395650382,5.31787191919845,5.34560951201659,6.23495495908287,5.28966276729403,5.79452163984547,4.84305672571422,4.6692497825618,5.44342922096297,5.57777355871219,6.5187069128149,5.34648341776918,5.92308947552381,5.072558117161,6.1974374546028,5.61112294844454,5.89319471959768,5.57919479867981,5.98491367545681,5.39580596324483,5.88835915807171,6.31629001920705
"Gene_21",5.11161913309585,5.1223332667192,5.60278521879247,4.69916478441435,4.8075864758307,4.71900239908376,5.27362256072638,4.29184029546304,4.09425044028506,4.92984920846116,4.7292745203805,5.29191856435584,4.41537266330783,5.34494531662358,5.37752138095599,4.97022937579532,4.86639505870105,4.71312524712439,4.77602666121046,6.24838327134057,5.47981623249258,5.22685050651333,5.37868543730917,5.50040641596481,4.57296781262616,4.79710403774623,5.10332288905701,4.91699324319132
"Gene_22",5.45352166792994,5.29064725793681,5.1636584245157,5.59177907565723,5.45140619508699,6.42865614020049,5.79583615387031,6.36207626587388,6.13725456570653,6.22563258752844,5.0060490234256,5.55366353080958,6.19130578745135,5.02945249723148,5.78420817597691,5.31174581173204,6.00993667318404,6.16304769519271,5.12072286004776,5.66579793087567,5.51536333329283,4.91698182711451,5.6027314096355,5.70995009025512,6.19958162466532,6.34612077379154,6.19329470429987,6.03941254154952
"Gene_23",4.83851475822704,5.1480317353921,5.47840952627862,5.61568042434231,4.65049349370788,4.76783107179461,5.22413616003941,5.37901042920233,4.64712556546552,4.95961953977647,3.98896554505845,4.7070587132222,4.43681254742089,5.34334756702509,5.02851363137682,5.52643568403256,5.32716465154309,5.3252957181667,4.27347471845483,4.77023416952385,4.47342576412495,4.78608049803072,5.67981395032295,5.52506589041516,4.80043581176345,5.11512611425986,5.176275604465,5.30582514342121
"Gene_24",4.84241000344494,5.06033464215793,6.30201600918805,5.15167561664826,4.81772478680073,5.30600645335095,5.57267530746218,5.27549350782846,5.32761916288714,5.19408468629203,5.10962464352405,5.08319017665136,5.11934245143645,4.05196441478937,4.87455004569646,6.01857097084234,5.92017268901158,5.98727845400608,5.30691406181396,4.83067607402117,5.37479595039461,5.20386576186487,5.35496190393327,5.82121889259386,5.12104046948451,5.67042477992974,4.81750027280684,5.78174941820717
"Gene_25",5.28668699325026,5.47645125602433,5.49805144863499,4.53750495216717,5.35095543081743,4.8075339550165,5.15269957617506,4.94440205417539,5.31951472436639,4.9434891870818,6.12809664910533,5.41783625877758,5.72442820399315,6.01435575148064,5.00912190301969,4.76883107452476,4.87699368321822,5.54843114038939,5.2309678358777,5.73477863347916,5.90647061252994,4.97914785123519,5.49203237951752,5.35384097154175,5.09435863741448,5.70440509319957,5.72785455927795,5.27275709113179
"Gene_26",4.3816692185972,4.25995853376843,4.63532792670646,3.86503528954102,4.73354382690394,4.4977836709423,4.30901689539386,4.92296381332911,4.01600423268589,4.48709400851072,4.28699306850959,4.39010683771316,5.08920908603245,4.05080943789076,4.50640229252792,4.5406661016054,3.49551586023436,3.88507847530143,4.88269034071769,3.65204707946523,4.52950775362362,4.29596558186009,4.29987798052258,4.29946928693797,4.30616124081355,5.25932890205871,4.25339080134023,3.82676776610083
"Gene_27",6.90359452789686,6.94041083687662,6.89851997663656,6.63624027127972,6.88645516528127,6.94859154515853,6.75361721103714,6.46524463456623,7.01776175935301,6.91784579460443,6.42532124773554,7.2805220127611,6.32204136920524,7.04146948995605,6.57595958924923,7.25128691507497,6.81485740295541,6.40143953977348,7.34048617263734,6.85970415828356,7.47276870044034,7.08468716558335,6.96557962951242,6.41058509740121,6.99042369357178,7.46411277931791,6.74032909103875,6.42386384010042
"Gene_28",6.21712129430082,6.17259435145773,5.81086055647521,5.5915547733958,6.27699177601524,6.26934660939482,6.50154672977447,5.93915168491902,5.59990226251589,6.28724462707673,6.82941590584874,6.01498058217471,6.09016083576517,5.88872682390194,6.60184143009597,6.0657285671157,6.18227764547208,6.00661115358303,6.02040398000983,6.59120440097346,5.41940509918577,6.23705635081137,5.71330423040164,6.3263696882978,6.13683699786954,5.6570316835162,6.48451413588337,6.75210180168772
"Gene_29",3.81013288636751,4.10919160132622,5.4497879757372,5.41203950791775,5.77125222818594,5.42145924870924,4.67984964689252,4.40453656062368,5.16630405782601,5.0507832878653,4.85886194950416,4.44840737764637,5.45158858287445,4.81178307151274,5.08352063601581,5.23332815852673,4.94332864903451,5.20919892206756,4.1422084822817,4.52219322153466,5.29504533530715,4.70720848119783,4.72152161696931,4.47139763458919,4.30046702910204,4.99768052695002,4.78114439702272,4.23823299721454
"Gene_30",7.51573275421778,9.67749767013639,7.23197545892577,8.78685650816433,6.63068602167588,9.03075747014255,7.55041527790442,9.84906289242319,6.94218062456436,9.79728122857794,7.45615952060213,9.71910073863087,7.61683560347707,9.91842449920908,7.76739772525976,9.33542731300188,6.6306694021157,9.02106144632202,7.68651166034157,9.4758965458153,6.95102237829152,9.6773041714003,6.73820713153034,10.2192682296583,7.7795431874377,8.46782198798545,7.71231891037592,9.36310920229665
"Gene_31",6.07187701703231,6.32943091439481,6.02704885907524,6.73028050397215,6.99479094691076,6.08233392490759,7.40566342428291,6.366051589856,6.0105512049154,6.38897492797247,6.83887429414352,6.31416819967521,6.38880508612896,6.72010371607571,6.48318720516499,7.04139523567519,6.91535890205938,6.24415579636525,6.51193402885324,6.41340084053452,6.08591807993251,7.08116716114301,6.23830067157967,6.2948474332662,6.70091832359636,5.38484895323397,5.49208528873285,6.63205773605599
"Gene_32",5.15389266716624,6.14302626974712,5.46560419551986,5.07806847747483,6.18929667055053,5.71370094213508,4.80451044682939,5.62878492597094,4.9933228406554,6.22215631141747,6.2254775861383,5.78046824303038,5.37901140338667,5.74570417096981,6.20241132443929,5.98418284055117,5.63762843670529,5.37412269453156,5.8760387883529,5.62656897458118,6.03024007285942,6.17596228253084,5.44444376926371,5.97831796539967,5.58309214774909,5.19472983430672,5.53888964914947,5.96011106397208
"Gene_33",7.43797351978482,8.02155937145397,6.09545469664203,6.94558448868405,7.2775579096164,7.08424583028946,7.24569816703577,6.75882424466864,6.38663887242099,6.79840940398318,6.58779610964917,7.44662752858795,6.97253559923311,6.75957219323007,7.35265983256383,6.90318018214933,6.58872593943355,7.04591052670145,6.8054752614237,6.72243616302987,7.52366443503596,7.67875132351584,6.44418676470443,6.32374181615655,7.27424325333177,7.69964285298327,7.07463293673898,6.75448890549335
"Gene_34",7.24833798197954,6.43580767611051,6.97685317228144,6.61098635066353,6.58342487179246,7.19144449165392,6.36612991197718,6.97771726061789,6.90879095297085,7.44817279852003,6.98019939251468,6.63741990269641,6.98911221434691,6.19233840898125,7.09287589642566,7.29726425812435,6.69393926114236,6.63468484015939,6.67349199865721,6.92626969826206,6.97290863918409,7.56575021307376,6.66149781888436,6.77796786660856,7.36582454635027,7.49795561849183,6.9477878375755,6.43927762756006
"Gene_35",7.09388453684436,6.5754737551989,6.87358378619834,6.09882389600336,7.26546431434554,6.56410863927907,7.64498142923003,7.63998862249061,6.87784329432748,6.59727611318506,6.60773442075813,6.48718135929634,6.49217439103001,7.08276008274863,6.71636748874523,6.99809833157466,6.79374034709334,7.122232704274,7.61830184752572,6.71039104757535,6.36993726454238,7.27064276814136,6.38429410702753,6.35253753755828,6.65839440551038,6.80203037444802,7.05660486703681,6.5399249467503
"Gene_36",6.68023723992661,7.01708499799505,6.39917896837357,6.32546637440335,6.29084831962873,6.73945569663993,6.60869336010084,6.67148306294106,6.54982912497726,7.1667228422704,7.02227828036467,7.12431714870091,7.30059313909806,6.56372797632628,6.68387130235343,6.70703776076486,6.84810905109671,6.94972929946071,6.6604741285378,6.0272431994613,6.92918419165254,6.56453186790807,6.77603843901161,6.91858940770108,6.78327845484417,6.47934739234804,7.13380630514649,6.66467297356082
"Gene_37",6.89424450042663,5.12984082064191,6.6503922566711,4.88054137852202,6.66159635931086,3.85072674009446,7.20373231876464,4.53470105701707,6.08290334223301,5.15169430745985,6.33589276712609,3.29570963929644,6.23000733207533,4.3406688520356,6.50651128299593,4.93474893700758,7.45138599343218,4.7416191818512,6.99604087530027,4.1957379100097,6.19094980527736,4.7679374182466,6.7979429699474,4.25354731599795,6.12055038527807,4.13480689359226,6.17023643218614,3.67370991778236
"Gene_38",5.28650861123608,6.19544568994077,6.31405840881086,6.36192740560437,5.94317988066291,5.81322180734552,6.0643210646799,5.18537033711468,5.63223911321783,6.15878694710304,5.79121901402614,6.08995149970249,5.83746555867072,6.23678818330309,5.66561148205113,5.31741913669624,5.86988674581059,6.40215915972189,5.84609739128104,6.04957375872629,5.70619688683951,5.27431658320205,5.99079959151425,5.93999092193927,6.55351981439706,5.98534925756268,5.87463575410256,6.33226656372749
"Gene_39",6.11464938450315,4.97771958517027,5.65858940668336,5.50737612184656,6.31868415625221,6.04417530257468,6.08079455463149,5.15619510723379,5.67401424917783,5.31928055729125,5.06513548518341,4.97910601020901,5.56505509461462,6.06268936536435,5.11775376662909,5.56583967771989,5.94437851857616,6.2532922054834,5.93323273855144,6.27074842684715,5.80676249214347,5.77598673829142,5.81674589320919,5.59236579652539,5.70152715210189,5.6247209575704,5.54948522014165,5.90159966683707
"Gene_40",5.45397066526632,5.26838949445268,5.69177280444532,4.70019678224749,5.40591356982482,5.62892286266302,5.64180235878255,5.64063903526985,5.42014074998344,7.16023218758094,6.20779335201926,6.28716169329257,5.7095445876724,5.87213374509383,5.50651556091952,5.29314320781808,5.48176187763284,5.10157799263589,5.24881345838532,5.89954729249318,6.21459462541339,5.2215423401722,5.50067727952705,5.96046915734295,5.69787984210256,5.75294708752303,5.77405109501902,5.34799321001142
"Gene_41",4.47956699937504,5.08518108046736,5.57264978483368,5.24662155029343,5.16684863956376,6.27216282376951,5.161486421657,5.11260397206579,5.3441055010963,5.13778916470517,5.20748287663319,5.81681038234612,5.51020616075349,4.76800269572883,5.95544475095541,5.33627434460691,5.44505135016958,5.71180318706659,4.74411490666693,5.49387077208256,5.66687350051277,5.64329950330095,5.37770091233646,5.05014391250269,6.34044339059994,5.66560572766204,4.92680459153788,5.69141884332369
"Gene_42",5.390364926493,5.83119715641952,6.01790699834734,6.0003311686899,5.01575977391333,6.02910255253356,6.10766405550164,5.59223509687176,5.33989366092934,5.46287177070338,6.02143524462721,6.30214017788699,5.41810996545705,5.36636306376983,5.62808245856608,5.83511478835061,5.85484714650722,6.00547756368302,5.56102942459497,6.07615906574185,6.00648469809525,6.65075855333633,6.0195171672516,5.02822949181662,5.69922658995819,5.65592167894406,5.00438843094464,4.96553410663587
"Gene_43",4.91145553884626,4.82210857810302,3.83665567456779,4.0538632576903,4.40583917942955,5.18543137466262,4.33600365343626,4.84598806214091,4.85129291777606,5.06682024320373,4.63972839138586,4.94475483564506,4.63585687351146,4.73223786023826,4.86168522688402,4.65298512626313,4.57178047842231,4.52548054883719,4.57127244658789,4.49616327291821,4.99343604409788,4.43269817891431,4.09734380699099,5.29831393740873,4.89209146878706,4.47911325089457,4.37417290373149,4.79858276824808
"Gene_44",8.32594621176807,7.71630648919859,8.21657048260874,8.17096401824557,7.87276516142544,8.62487827321497,8.47269866502657,8.45109536848654,7.59711603195285,7.76563107065666,7.83151280868788,8.65190455581278,8.29293537295894,8.12555665118976,7.7521237499559,8.38699486803809,8.09367652926903,8.72035023797306,7.53765182839454,8.10348520690528,8.64500106600997,7.7669039458486,8.88102958788889,8.42639085328137,8.59097381931367,8.01583588656217,8.74645964218067,7.37521412661292
"Gene_45",7.71391741289845,6.97130337592634,6.92232172773947,7.77363887098682,6.60703789170375,7.38669949267697,7.45869831107254,6.72441325414795,6.85653294335512,7.0785221733748,6.98878636837028,7.86739808094607,7.45205470361749,7.35629442516224,7.47997732988557,7.2404496625501,7.08093567010768,7.63508610341199,7.70900792922586,6.68229079647458,7.04820573828918,7.59796481079622,7.53306865953366,6.86371887610715,7.24012033835899,6.49403926041765,7.69505989512419,7.29976453011347
"Gene_46",5.09745221882888,6.93038927074771,5.35301567483086,7.12732395494739,5.00913230731441,7.22606408233883,4.8510305255567,7.20344820837223,4.47187218944737,6.48970122001006,4.65348574072011,6.35184939431666,4.85804828228608,6.07188350561294,4.98972104399067,7.07886449588778,4.86360373186421,7.20813604310442,4.80570262115928,7.01123169232667,4.95028562357348,6.45324163839213,4.66714259975764,7.50397811677639,4.66251643426085,6.7288327670513,4.29460953613424,7.58850676139493
"Gene_47",5.5068069379238,5.93562375280813,5.42796636206666,5.61588811190153,5.55789400389833,5.56366547132998,5.75899142719596,5.30074771879096,5.91708100735737,5.49800561913996,6.23290282468369,5.16240202242041,5.39348700304602,5.17739622375982,5.19088926544033,4.82953445601829,5.63745863094509,5.9897946737603,6.80595683881708,5.64750079755904,5.42566882666744,5.15040461447915,6.05538765181483,6.06262980619928,5.49987588086689,5.84695183804857,5.40569786959537,5.89406807453479
"Gene_48",5.69133291745919,5.24917779749376,6.00599178763435,5.44884679528974,5.32861156854459,6.19005843472695,5.47935758691189,5.65408333460216,5.67344711818656,5.7282762956629,5.62369633510383,5.86883896334969,5.22361854654154,6.36204125153118,5.82567089037942,5.84359218320859,5.75159885767377,4.96250010519601,5.41796492800818,5.11994011219032,5.04439228203318,4.89756260094005,5.78667808460422,4.39392593841927,6.10435250874278,6.04963821749382,6.08555164373252,5.33585509666382
"Gene_49",5.9748176270074,9.08671109087541,6.27778740714353,9.0674263505401,6.34784237944903,9.04489121570196,6.85012354979586,9.11528597074132,6.91230080690202,9.56363936683767,6.65168942581616,9.38252381975058,6.13503364315632,8.5374208838144,6.52774415159059,8.53573006641054,6.55577072367396,9.27083148084258,6.69893260456951,9.33994061724873,7.42911919078899,8.3569753815222,6.50925690616112,8.95338622801147,6.81047088039179,9.29098957901499,6.49780578168555,9.86467948440691
"Gene_50",5.84103830321981,5.4205397939106,5.61375148445624,6.17101009267561,6.23345472468028,5.49637946166707,6.45470294113704,7.01071460937705,5.63881833989964,5.95365610865906,5.73865791591122,5.94073236395964,6.05474460821769,5.89001284912383,5.91469315891378,6.65408914954419,6.07917752212208,6.18220177768961,6.60231034383674,5.81623467602898,5.89247631187979,5.45015501088384,5.80435002651447,5.50113982924119,6.11079671788595,5.60263521139325,5.89689312163219,6.40261030591949
"Gene_51",5.10266960187074,7.72439807922979,5.85314226499363,7.65413078681415,6.34482942916917,7.95250502194757,6.28614696870579,7.71334761656543,6.52742358517798,7.35085491379716,5.79883526524056,7.416976762442,6.40711396419929,8.17015229183779,6.45041601660272,7.13731924002687,6.01625664799982,8.04060477793856,5.57950647001755,7.75577147160747,6.61565004948664,8.23557575177782,6.17007159159319,7.75420366564751,6.30569527215813,7.4063775134563,6.06537487703821,7.65941458121142
"Gene_52",5.67802477309267,5.45331872546282,5.00976642537972,5.80892571313883,6.89411823559192,6.32277106477379,6.12744952580805,6.30460158956803,5.42714413548728,6.27818928143108,6.01371206887629,5.65162019202505,5.72855206430768,5.29394613373618,6.62046390051309,6.15160040121791,6.74192576351358,5.96439015351028,6.79025342555978,5.95619723154875,5.77761489190304,5.78119691394518,6.11648976287247,5.29404172679047,6.73594229438619,6.16180459197683,5.86164558724181,5.53084371727063
"Gene_53",6.91279484066688,5.69636889254112,5.41789283619504,6.35566368815033,6.38310993011071,6.25920502600762,5.96261907626996,6.10218538066752,6.33018371824957,5.65703288298293,5.66410490052093,6.42267035640704,6.32786292589074,5.17761961588132,5.86191403183577,6.46458698005207,5.98597036126877,5.486004708363,5.9649636644183,6.49356008221637,6.35695659524081,6.44554439338498,5.23721974346875,5.89601687482947,6.26408773174738,6.400486823459,5.35374846062344,5.66434152030576
"Gene_54",7.67876579759499,7.46135066406091,6.78053580100205,7.31458805961105,6.83302050987181,7.27788325866062,7.30740680676391,7.34511153785704,7.78559869306622,7.34799495935367,7.25483077796195,7.35850746782013,7.84195851712272,7.36960227674394,7.20211338571665,6.73957711819799,7.36252139775833,7.70353261252305,7.92639818390995,6.65303788272827,7.74008642983673,7.69122056195938,7.13733228249011,7.12170568141195,7.15333381667781,7.29288639601861,7.59390195544528,7.47413743083459
"Gene_55",5.12084415856777,6.87467072772788,5.94301674928884,5.4884547249378,5.7741324249729,5.61354886441674,5.64486031463806,5.59275510362501,5.51064675439039,5.18325975189143,5.74372692685797,4.71906180183315,5.45164293454228,5.54119602260842,5.4966729266584,5.29886166003047,5.98790793661898,5.71306318182754,5.33255426891108,5.58448903931133,6.57072523321038,5.32655303885102,5.02226094466533,5.79952327626013,6.05709800378509,5.63264443366648,5.46798354550779,5.71392019896932
"Gene_56",7.46299556655044,7.62533930753353,7.84359866274426,7.79510532193405,7.60805491347049,8.00842249139087,7.8636397976126,7.99190449340099,7.27417028724064,7.33385927462973,7.62289788251051,7.10163992428546,7.1481993915696,7.48764791480078,7.38559349662703,7.96092004546183,7.59020785644329,7.7639669885742,6.97867569060453,7.3193961639962,7.09426913436602,7.61284936550994,7.46240156438741,7.46533367008472,7.63018019502379,7.8540846360259,7.53332844893062,7.99012353655599
"Gene_57",4.09026753188551,4.43610892149692,4.1090958948377,4.43030807420856,4.27557390250629,4.20328312207921,4.65005108420295,4.78734861495741,4.36539270516271,4.49030771786909,4.12527714837587,4.53025463832787,4.43281913502963,4.05098324976311,4.78278148956961,3.73398012911038,4.06950176135208,4.07261666785672,5.19576967249057,4.30097024965742,4.47385223775552,4.30405009769895,4.77115826686802,4.43361743839932,4.92010447027686,4.2615054446837,4.20034424979549,4.05576351863624
"Gene_58",6.77424652170963,6.43470004560781,6.75621231936872,6.40546717272663,6.38743841416291,6.60602341718425,6.1341358275902,6.58342351093631,6.59556793708141,6.46571292295291,6.32248939123375,6.33118575305942,6.3507594253098,6.75623269747401,6.51295176593638,6.38424336500355,6.01714029404798,6.99415854709125,6.26780985327389,6.52548685052151,6.39367085307599,6.49240964067763,6.87913848468823,6.58833554663895,6.19029774372826,6.47838464688003,7.1519872552428,6.64188885874669
"Gene_59",6.32992535812925,6.39545637333475,5.88322635352522,6.50432596668076,6.04524455457166,6.41494368002323,6.06566368411674,6.52935827816982,6.14054961169076,6.54515950760116,5.90182225322134,5.41374344138605,6.15231997749552,5.94422615793741,6.90646176020107,6.34297052894265,6.2656364406694,6.49623452313752,5.08517557047124,6.41507314016703,6.26110755929148,6.16600437773509,6.61805756726924,5.93335034382983,6.13766147822289,6.86685790208781,6.01981009239634,6.46012369695947
